text,aspect,y
Nerde Bebek şubesi nerde burası tek güzel yanı caddenin bir arka sokağında yeşilliklerin içinde bahçesinin olması,AMBIENCE#GENERAL,positive
Turk kahvesının ıcınden kocaman böcek çıktı.,DRINKS#QUALITY,negative
Kahveyı bıtırdığınızde dıbındekı bocekle karsilasiyorsunuz!,DRINKS#QUALITY,negative
Yemekleri hesap edin artık!,FOOD#QUALITY,negative
Bir daha asla!,RESTAURANT#GENERAL,negative
Nedendir bilmiyorum ama burayı çok seviyorum.,RESTAURANT#GENERAL,positive
Lynchburgleri çok güzel.,DRINKS#QUALITY,positive
Cin li kokteylleri de denemeye değer ama arkadaş bi jager mojito yapamıyorsunuz.,DRINKS#QUALITY,positive
"Otur , 0 !",RESTAURANT#GENERAL,negative
"Alkollü içki almadiginiz bir restda adam basi 80/90 tl hesap cookk fazla ,üstelik gayet az yedik .",RESTAURANT#PRICES,negative
"Lezzet iyi ama fiyatla orantili degil ,Porsiyonlar az,personel iyi .",SERVICE#GENERAL,positive
Manzara güzel.,AMBIENCE#GENERAL,positive
Kurucesmede olmasına rağmen pek bir derme catma mekan.,AMBIENCE#GENERAL,negative
Sıkış Sıkış yerlestirilmis masalardan dolayi ortam çok ugultulu maalesef.,AMBIENCE#GENERAL,negative
Çok daha keyifli bir yer olabilirdi.,AMBIENCE#GENERAL,negative
O gürültü ortamdan sonra tekrar gidecegimi sanmıyorum.,AMBIENCE#GENERAL,negative
"İthal peynir tabağındaki peynirler çok yetersiz, çoğu ithal bile değil.",FOOD#QUALITY,negative
Böylesi bir mekan için fiyat ortalamanın üstünde kalmış.,RESTAURANT#PRICES,negative
Açık ortamda yemek isteyenler için güzel bir ortam.,AMBIENCE#GENERAL,positive
Bahçesinde sakince yemeğinizi yiyebilirsiniz.,AMBIENCE#GENERAL,positive
Kuzu sisleri ve lahmacunlari guzeldi...,FOOD#QUALITY,positive
Serviste aksamalar var.,SERVICE#GENERAL,negative
garsonlar sürekli bir şey düşürüyor...,SERVICE#GENERAL,negative
Kahvaltisi bol cesitli doyurucu hatta genelde biteremiyosunuz fiyati biraz daha uygun olabilirdi calisanlar guler yuzlu ama bulundugu alan ve masalar daha genis olsa daha rahat oturup keyifle kahvaltimizi edebiliriz,AMBIENCE#GENERAL,negative
"Merkezi konumu ve geniş menüsü nedeniyle Kadıköy'de çok tercih edilen, çoğu zaman dışarıda yer bile bulamayacağınız mekan.",LOCATION#GENERAL,positive
Eskiden Midpoint-House Cafe gibi mekanların sunduğu menüleri daha uygun fiyata sunduğundan tercih ediyorduk.,LOCATION#GENERAL,positive
Fakat son iki gidişimde çok pahalanmış buldum.,RESTAURANT#PRICES,negative
"Yemeklerde bugüne dek bir sıkıntıya rastlamadım, ama çok lezzetli yapıyorlar diyebileceğim bir tek cajun tavuk var.",FOOD#QUALITY,positive
Şimdilerde gözümde ancak ortalama bir mekan yani.,RESTAURANT#GENERAL,neutral
Tuzla balıkçısının köklü müşterisiyimdir.,RESTAURANT#GENERAL,positive
İlk açıldığı günden bu gününe gelir giderim.,RESTAURANT#GENERAL,positive
Fiyatları gayet uygun olan yer bulmanın bir o kadar zor olduğu şirin bir dükkandan buralara kadar kısa bir sürede gelmiş bir mekanımızdır.,AMBIENCE#GENERAL,positive
Ama maalesef eski lezzet mi?,FOOD#QUALITY,negative
Yok.,FOOD#QUALITY,negative
Mekan ne kadar çok büyüdüyse kalite o kadar düştü.,RESTAURANT#GENERAL,negative
Ah be Sezgin Abi eski lezzetine hasretiz,FOOD#QUALITY,negative
beşiktaşa otobüsle zincirlikuyudan geldiğinizde gözünüze direk çarpan bir mekan.,LOCATION#GENERAL,positive
pideleri iyi hizmetide bence üst kat terası çok daha iyi bütük kalabalık gözünüzün önünden akıyor resmen hemen yanındaki ağaç ilede farklı bir hava katıyor,SERVICE#GENERAL,positive
Bahariyede gezerken yemek yemek icin buraya gelebilirsiniz mekan guzel sik menu de cesitli gayet.,AMBIENCE#GENERAL,positive
Fiyatlar da cok pahali degil ortalama duruyordu,RESTAURANT#PRICES,neutral
Cookshop diyince aklima ilk gelen Magnolia oluyor.,FOOD#QUALITY,positive
Buraya gelipte bu tatliyi denemeden gitmeyin.,FOOD#QUALITY,positive
"Makarnalardan patlicanli,zeytinli penne guzel.",FOOD#QUALITY,positive
Arkadasim lasagne yedi ama pek begenmedi.,FOOD#QUALITY,negative
Servisin gelistirilmesi gerek siparis almaya gec geliyorlar.,SERVICE#GENERAL,negative
Sadece adi num num - Hem Gmall hem Kanyon denedim ama olmadi.,RESTAURANT#GENERAL,negative
"Yemekler basarisiz, menü zengin, servis de basarili ama ilk açildigindaki lezzet kalitesini bozdu.",FOOD#QUALITY,negative
Kurufasulye ve Sütlaç - Sürekli gittigim yerlerden biri.,FOOD#QUALITY,positive
"Kendileri Rize'den, fasulyeleri Ispir'den...",FOOD#QUALITY,positive
"Tereyagini da manzarayla karistirinca, yeme de yaninda yat...",FOOD#QUALITY,positive
Bir de üzerine bolca findik dökülmüs firin sütlaci yedin mi daha ne olsun.,FOOD#QUALITY,positive
Ideal...,RESTAURANT#GENERAL,positive
- Tuzla sahilinde kafede oturup bir seyler içmek için ideal bir yer.,LOCATION#GENERAL,positive
Künefesi düsündügümden güzelmis.,FOOD#QUALITY,positive
Bir Hatay künefesiyle kiyaslamasam tabi ki ama lezzetliydi.,FOOD#QUALITY,positive
"Çayi, sahlepi, künefesi ve dondurmasi önerilebilir.",DRINKS#QUALITY,positive
Limonatasi ev yapimi deniyor hatta içinde nane yapragi vs. düz limonata gelince sorduk nane yapragini su anda yok dediler.,DRINKS#STYLE_OPTIONS,negative
Biz sormadan getirdigimizde bilgilendirmesi lazimdi.,SERVICE#GENERAL,negative
Tabi bunlar ufak tefek seyler.,SERVICE#GENERAL,negative
Yine de Tuzla'da ugrak olunabilecek bir mekan.,RESTAURANT#GENERAL,positive
"Mis gibi Uskudar ;) - Dilruba'ya çikis yolu zorlu, yorucu olsa da nargilesi için gidilmeye deger.",DRINKS#QUALITY,positive
Hele kebaplari enfes.,FOOD#QUALITY,positive
Sabahlari ise 100 çesit kahvaltisiyla essiz manzara birlesince insani rahatlatmaya yetiyor.,AMBIENCE#GENERAL,positive
"Görülmesi gereken, kaliteli bir yer;)",RESTAURANT#GENERAL,positive
Dün ailece essiz lezzetleri tatdigimiz Mabeyn deydik.,FOOD#QUALITY,positive
Tatlilar muhtesemdi.,FOOD#QUALITY,positive
Hesap gelene kadar tadimizda çok iyiydi.,RESTAURANT#PRICES,negative
342 TL çok fazla.,RESTAURANT#PRICES,negative
Içki servisi kaldirilmis olmasi garibime gitti açikcasi.,DRINKS#STYLE_OPTIONS,negative
Degisik pide türleri caniniz çekiyorsa denenebilir.,FOOD#STYLE_OPTIONS,positive
Kusbasli kasarli pidesini denedik.,FOOD#STYLE_OPTIONS,positive
eh iste.,RESTAURANT#GENERAL,neutral
ama çok pide yemeyenler için güzel diyebilirim.,FOOD#QUALITY,positive
çorbasi soguk geldi.,FOOD#QUALITY,negative
Tadi pek yoktu.,FOOD#QUALITY,negative
suflesi normal.,FOOD#QUALITY,neutral
Besiktas ta merkezi yerde.,LOCATION#GENERAL,positive
Herkesin sürekli ovdugu...,LOCATION#GENERAL,positive
Fakat yemekleri baya standart hatta bazıları bi hayli kotu...,FOOD#QUALITY,negative
Tavsiye edebileceğim tek şeyi dondurması olur sanırım.,FOOD#QUALITY,positive
Geniş çay menüsü ve bence alelade demlenen çaylar.,DRINKS#STYLE_OPTIONS,negative
Kaliteli olabilirler ama ne gramına ne demleme süresine ne de sıcaklığa dikkat edildiğini sanmıyorum.,DRINKS#QUALITY,positive
Bir paket çay alabildiğim ücrete daha iyi bir şey beklerdim.,DRINKS#PRICES,negative
Tatlıları için gelinebilir.,FOOD#QUALITY,positive
"Miss Pizza ""çok iyi"" olmasa da İstanbul'da en iyiler arasında sayılabilir.",FOOD#QUALITY,positive
"Dışarıda yer vermiyorlar, içerisi boşken yerimiz yok diyorlar, Öğlen 12'den biraz önce gidince daha açılmadık diyorlar vb...",SERVICE#GENERAL,negative
Çalışanlar gerçekten burnundan kıl aldırmıyor.,SERVICE#GENERAL,negative
Çok defa geri dönmüşlüğüm de vardır.,RESTAURANT#GENERAL,negative
Yemeği fena olmasa servisi nedeniyle hayatta uğramayacağım yer.,FOOD#QUALITY,neutral
İyi bir kaliteye böyle bir hizmet hiç yakışmıyor.,FOOD#QUALITY,positive
Kullanılan malzemeler çok iyi değil ancak ortalamanın üstü ve hamuru gayet iyi yapıyorlar.,FOOD#QUALITY,positive
Pizzaları gayet doyurucu ve çeşitli.,FOOD#STYLE_OPTIONS,positive
Değişik tatları tatmak isteyenler için iyi bir alternatif.,FOOD#STYLE_OPTIONS,positive
Özellikle kabaklı pizzası gayet başarılı.,FOOD#QUALITY,positive
Servis konusunda ise ciddi sıkıntıları olduğunu düşündüğüm bir yer.,SERVICE#GENERAL,negative
Her seferinde mutlaka bir problemle karşılaşıyoruz.,RESTAURANT#GENERAL,negative
Manzara konum çok çok güzel.,LOCATION#GENERAL,positive
Boğazda balık için İstanbul'daki belli başlı yerlerden olmasına rağmen böyle bir manzara için lezzet biraz daha arttiralabilinir diye düşünüyorum.,AMBIENCE#GENERAL,positive
"Fiyatlar yüksek ama gerçek boğazda balığın bedeli var, ambians ve konum dolayısı ile fiyatlara laf söylemek doğru değil.",LOCATION#GENERAL,positive
Boğazda balıklı romantik akşam yemeği için ...,AMBIENCE#GENERAL,positive
Happy moon's burger ve normal burger denedik.,AMBIENCE#GENERAL,positive
Once kirk saat istegimiz soslari bekledik cunku tum soslar baskalari tarafindan kullaniliyordu.,SERVICE#GENERAL,negative
Sorum su ki alti ustu bir mayonez ne kadar bulunmasi zor olabilir ya da maliyeti nedir ki bu kadar az alinir?,FOOD#STYLE_OPTIONS,negative
Yemege gelince ise tatsiz tutsuz bir yemekti begenmedik.,FOOD#QUALITY,negative
Yemek bitince hadi kalkin tavirlarina girildi.,SERVICE#GENERAL,negative
Baska bir sey almiyor musunuz?,SERVICE#GENERAL,negative
Ne zaman kalkiyorsunuz?,SERVICE#GENERAL,negative
Ozetle uzatmadan musteriye yoluncak kaz gozuyle bakilmaktadir.,SERVICE#GENERAL,negative
Bendemi var bir hoşnutsuzluk anlamadım.,RESTAURANT#GENERAL,negative
"Bereketli bir mekan hafta içi,cumartesi kuyruk kapıda.",RESTAURANT#GENERAL,positive
Lakin bir kez soğuk gelen çorbayı garsona söylediğimde hiç oralı olmadı.,SERVICE#GENERAL,negative
anlaşılan müessesede bir doymuşluk var.,RESTAURANT#GENERAL,neutral
Fısıltılara göre Avrupa yakasındada yer arayışları varmış.,RESTAURANT#GENERAL,neutral
Bence orada en leziz olan lavaş.,FOOD#QUALITY,positive
lavaş yediriyor gibi.,FOOD#QUALITY,negative
Döneri çok beni sarmadı.,FOOD#QUALITY,negative
En önemli özelliği olan döneri hariç geri kalan her şey iyiydi.,FOOD#QUALITY,negative
"Yemek öncesi ikramlar, garsonların ilgisi ve servis hızı güzeldi.",SERVICE#GENERAL,positive
Ama döneri methedildiği kadar değilmiş.,FOOD#QUALITY,negative
"Manzarası süper, zaten süper olan başka birşeyde yok.",RESTAURANT#GENERAL,negative
Diğer lezzetlerin tamamı standart.,FOOD#QUALITY,neutral
Bu lezzetlere göre uygılanan fiyatlarda pahalı bence.,FOOD#PRICES,negative
Manzara parası eklenmiş yiyeceklerin üzerine,FOOD#PRICES,negative
"Tünel'de ev yemeği yemek için güzel bir alternatif ve lezzetli olsa da rahatlık açısından bana iyi bir hissiyat vermemişti, hemen yemek yiyip kalkmalık mekanlardan çünkü masa sayısı çok az ve masanı yüksek ihtimalle başkalarıyla paylaşıyorsun.",AMBIENCE#GENERAL,negative
Yine de ayda yılda bir gidilebilir.,RESTAURANT#GENERAL,neutral
Zeytinyagli yemekleri cok basarili ve her yerde olan klasik yemekler yerine farkli tatlar var.,FOOD#STYLE_OPTIONS,positive
Oldukca da bol kepceden hizmet veriyorlar ve 5cesit zeytinyagli icin 13-14tl oduyorsunuz.,FOOD#PRICES,positive
"ogle yemeklerinde hele de yazin favori yerlerimden,ama maalesef ufak bir mekan oldugu icin yer bulmak zor olabiliyor ama birazcik beklerseniz imkansiz degil",FOOD#QUALITY,positive
Manzarası süper.,AMBIENCE#GENERAL,positive
Gerçekten çok güzel bir konumda yer alıyor.,LOCATION#GENERAL,positive
Servisi hızlı.,SERVICE#GENERAL,positive
Ne zaman gitsek güler yüzle ayrılıyoruz.,RESTAURANT#GENERAL,positive
Köfteleri de lezzetli.,FOOD#QUALITY,positive
Taksimin kalabalik dar sokaklarindan kucucuk bir kapidan girip ulastiginiz yemyesil bir bahce adeta kucuk bir supriz :,AMBIENCE#GENERAL,positive
) biz burayi cok sevdik cok romantik cok tatli.,AMBIENCE#GENERAL,positive
Tek kusuru masalar biraz yakin birbirine.,AMBIENCE#GENERAL,negative
Kirmizi limonata ve limon vitamin tercih ettik ve ikisine de bayildik.,DRINKS#QUALITY,positive
Mutlaka gelin gorun.,RESTAURANT#GENERAL,positive
Manzarasi mukkemmel denize sifir olmasi sebebiyle.,AMBIENCE#GENERAL,positive
Bahcesi huzurlu.,AMBIENCE#GENERAL,positive
İcerisi icin ayni seyi soyleyemiycm temiz bulmuyorum.,AMBIENCE#GENERAL,negative
Self servis olayi sıkıcı.,SERVICE#GENERAL,negative
Bir yandan iyi pesinizde dolanan garsonlar yok.,SERVICE#GENERAL,positive
Girip hava almak icin oturabilceginiz br yer.,AMBIENCE#GENERAL,positive
"Çok kalabalık olduğundan pek sohbete uygun değil, ancak mekan gayet güzel, iç kısım çok güzel kokuyor.",AMBIENCE#GENERAL,positive
Ama kalabalık ve gürültüden dolayı çok fazla duramadık.,AMBIENCE#GENERAL,negative
Eski performansini ariyoruz - Baslarda müptelasi oldugum ama son zamanlarda kalitesi oldukça düsen bir mekan.,RESTAURANT#GENERAL,negative
Ilk kez yiyen için mükemmel ama ilk açildigindaki lezzeti kaybetti.,FOOD#QUALITY,positive
En iyi konumlu ögretmenevi!,LOCATION#GENERAL,positive
"- Anadolu Hisari'nin hemen yanindaki Sabanci Ögretmenevi, herkesin kullanimina açik olan bir tesis.",RESTAURANT#GENERAL,neutral
"Toplamda 4 salon ve bir kafeteryadan olusan tesiste uygun fiyat hizmet almak ve 4 ayri salonda dügün, nisan, okul yemegi, toplanti gibi organizasyonlar gerçeklestirmek mümkün.",RESTAURANT#PRICES,positive
Kafeteryasinin self servis olmasi bir eksi gibi görünse de Bogaz'daki çay keyfi tartisilmaz!,AMBIENCE#GENERAL,positive
"Tamam yemekler guzel de, pilav da kurufasulye de soguk!",FOOD#STYLE_OPTIONS,negative
"Cok kalabalik oldugu icin servis de aksiyor tabii, calisanlar bikkin.",SERVICE#GENERAL,negative
"Bir kere gittim, bir daha gitmem.",RESTAURANT#GENERAL,negative
Hani sizi keyifli sohbet ortamlari ile bütünlestiren ve ardindan damakta biraktigi Lezzet ile müdavimi yapan yerler vardir!,AMBIENCE#GENERAL,positive
O adreslerden biridir!,AMBIENCE#GENERAL,positive
Pazar kahvaltilari benim Için mabeyin'dir.,FOOD#QUALITY,positive
Namini duyup gittigim yerlerden ama mezeler gelince ortada nam falan kalmadi malesef.,FOOD#QUALITY,negative
Ayrica sacma sapan hesapta gelip sonrasinda bahsisle calisan valenin para diye tutturmasida cabasi.,SERVICE#GENERAL,negative
Begenmedim malesef.,RESTAURANT#GENERAL,negative
"Bize mi denk geldi bilmiyorum ama, uzun zamandır yediğim en kötü yemeği burada yedim, üstüne servis de çok çok kötüydü.",FOOD#QUALITY,negative
Menünün hiç bir özelliği yok.,FOOD#STYLE_OPTIONS,negative
"Birbirinin kopyası olan, standart kafe yemekleriyle müşteri kazıklamaya çalışan tipik yerlerden biri.",RESTAURANT#PRICES,negative
Hisarüstüne çok yakışan bir bar olmuş iç dizaynını çok güzel yapmışlar ama kış aylarında biraz soğuk olma problemi var :,AMBIENCE#GENERAL,positive
( 4 tarafı cam olduğu için yeterince ısıtamıyorlar.,AMBIENCE#GENERAL,negative
Yılbaşı için 100 liraya sınırsız yabancı alkollü bir etkinlikleri olması da çok güzel :,DRINKS#STYLE_OPTIONS,positive
Hamburgerini pek beğenmedim ama diğer yemekleri lezzetli olabilir belki.,FOOD#QUALITY,positive
Sürekli kalabalık olan bir mekan.,AMBIENCE#GENERAL,negative
Üniversiteliler çok sık uğruyor.,AMBIENCE#GENERAL,negative
Kadıköydeki gözde mekanlardan biri,RESTAURANT#GENERAL,positive
Çay denilince akla ilk gelen yer:,RESTAURANT#GENERAL,positive
)) 60'a yakın çeşitte çaydan birini mutlaka seviceksiniz:,DRINKS#STYLE_OPTIONS,positive
) ben karamel aramalı çayı çok sevdim adını hatırlamasamda siz içinde karamel var dediğinizde tek gelicek o olucaktır:,DRINKS#QUALITY,positive
)) mekan inanılmaz keyifli içerdeki koltuklardan kalkmak istemiyor insan:,AMBIENCE#GENERAL,positive
Kesinlikle verdiğim puanı hakeden bir mekan.,RESTAURANT#GENERAL,positive
Küçük şirin bir konsepte sahip.,AMBIENCE#GENERAL,positive
Pizza Fagotto favori lezzetim ve daha iyisini yiyene kadar benim için en iyi pizza bu.,FOOD#QUALITY,positive
Düsen kalite - Eskiden ne çok severdim patlicanli güveç kebabini...,RESTAURANT#GENERAL,negative
Yakinlarda gittim servis berbat.,SERVICE#GENERAL,negative
"Fiyat yüksek, kart geçmiyor...",RESTAURANT#PRICES,negative
Yine de sorbe dondurmasi güzeldir.,FOOD#QUALITY,positive
Kısıklı'ya yakın olan mekanın Şatobiryan isimli etini deneyin.,FOOD#QUALITY,positive
"Yalnız önceden arayın, var mı kaldı mı diye sorun.",FOOD#QUALITY,positive
Özel bir sunumla masanıza geliyor.,FOOD#STYLE_OPTIONS,positive
Bir de mantar çanakları denenebilir.,FOOD#QUALITY,positive
"Harika manzara, güzel lezzetler - Manzarasi ve yiyecekleri son derece güzel, her çesit yiyecek mevcut ve son derece lezzetli fiyatlari ise çok çok uygun.",FOOD#STYLE_OPTIONS,positive
Halka açik olmasi ise son derece güzel.,RESTAURANT#GENERAL,positive
Çok kalabalik olusu ve yer bulamamak sikinti olsa da gidilmesi gereken yerlerden biri.,RESTAURANT#GENERAL,positive
Hisarustu'ndeki en genis mekan olmasina ragmen ferah bir yer degil.,AMBIENCE#GENERAL,negative
"Kalabalik gruplar icin uygun, bu acidan buyuk avantaj sagliyor.",AMBIENCE#GENERAL,positive
Belli bir saate kadar bistro seklinde olusu da guzel.,RESTAURANT#GENERAL,positive
Yazin camekan olmasi hos ancak kisin donmustuk.,AMBIENCE#GENERAL,positive
Ilk kez kıs gecirmesinden midir bilmem ama su da akiyordu tepemizden.,AMBIENCE#GENERAL,negative
"Kendi biralarindan denenmeli, guzel biralar vardi.",DRINKS#QUALITY,positive
Isterseniz denemek icin farkli biralardan kucuk bardaklarda alabiliyorsunuz.,DRINKS#STYLE_OPTIONS,positive
"Keyifli bir ortam ve cok da kalabalik degildi, tavsiye edilir",AMBIENCE#GENERAL,positive
Kadıköyde hemen hemen gitmediğim bar kalmadı diyebilirim.,AMBIENCE#GENERAL,positive
"Alkol çeşitliliği, yemekleri, dekorasyonu, barmeni, müşteri profili olarak benim için Kadıköy'dekl en iyi mekandır.",DRINKS#STYLE_OPTIONS,positive
"Çalışanların, işletmecinin hatta sahibinin misafirperverliği ve samimiyetini başka bir mekanda bulabileceğinizi sanmıyorum.",SERVICE#GENERAL,positive
Her daim gidilebilecek bir mekan.,RESTAURANT#GENERAL,positive
"Yalnız, maç günlerinde bir gün önceden rezervasyon yapmalısınız.",RESTAURANT#GENERAL,positive
Maç günü yer bulmanız çok zor.,RESTAURANT#GENERAL,positive
Kadıköy'ün kemik mekanı.,RESTAURANT#GENERAL,positive
Hep klasik kaliteyi bulabilmeniz mümkün.,RESTAURANT#GENERAL,positive
Hafta sonu kahvaltısı için de gönül rahatlığıyla tercih edebileceğiniz bir mekan,FOOD#QUALITY,positive
Ramazan ayında gitme fırsatı buldum yeşillik içinde hoş ve düzgün bir mekan.,AMBIENCE#GENERAL,positive
İftar öncesi ve sonrasında güzel müzik ziyafeti sundular.,AMBIENCE#GENERAL,positive
Esas konumuz olan yemeklere gelince çok pozitif olamaycağım.,FOOD#QUALITY,negative
ben aynı fiyatlara çok daha lezzetli yemekler yiyorum bu şehirde.,FOOD#QUALITY,negative
Mekanı bilmeyeniniz yoktur.,RESTAURANT#GENERAL,neutral
"Kız kulesi karşısında eşşsiz bir manzara , meşhur olduktan sonra tabiki her yer gibi lezzet kalitesi düşüyor.",FOOD#QUALITY,negative
Bu konuda her mekan böyledir,FOOD#QUALITY,negative
"Telefonla aradığımda rezervasyon alamıyoruz deyip, oraya gittiğimde istediğim masaya ""orası rezerve beyefendi"" diyerek oturtmayan, insanları görünüşüne göre açıkça tersleyen ukala ve sevimsiz garsonlara sahip.",SERVICE#GENERAL,negative
Big Chefs isminin verdiği güven ve muhitinde rakibi olmaması yüzünden sürekli dolu olabilir ama böyle giderlerse çok müşteri kaybederler.,SERVICE#GENERAL,negative
Hamburgerlerini seviyordum ama son deneyimim beni mutlu etmedi.,FOOD#QUALITY,positive
Bir kez daha sans vereceğim.,RESTAURANT#GENERAL,neutral
"Servisi bazen iyi, bazen kötü.",SERVICE#GENERAL,neutral
Mekan tasarımı iyi.,AMBIENCE#GENERAL,positive
Ofiste bir tatli kriziyle Tavuk Gögsü ve Kabak Tatlisi siparis ettik.,AMBIENCE#GENERAL,positive
Ikisi de birbirinden lezzetli.,FOOD#QUALITY,positive
Hatta sanirim hayatimda yedigim en lezzetli Tavuk Gögsü'nü yedim.,FOOD#QUALITY,positive
Keske fotograf çekmeye de firsatimiz olsaydi.,FOOD#QUALITY,positive
) Bu arada hizli servis için tesekkür ediyoruz.,SERVICE#GENERAL,positive
Tatli krizi ancak böyle sahane bastirilabilirdi.,FOOD#QUALITY,positive
mekan emniyet mah cafe ve restorant olmak sartiyla iki bölümden olusuyor her ikisinide denedim gayet genel itibari ile güzel bir mekan kuzu bonfilesi güzeldi ilgi normaldi çok kalabalik bir mekan içecekler genel olarak güzeldi giriste mini sarküteride alisverise isik tutuyor güzeldi fiyatlar birazcik fazla,SERVICE#GENERAL,neutral
gerçekten bir özelligi olmayan çesidi bol konumu itibari ile talep gören çok sikisik havasiz normal bir mekan fiyatlar hayli yüksek süper bir özelligi olan bir yemegi varsa söyleyin arkadaslar,LOCATION#GENERAL,positive
Servisi ve yemekleri bu kadar kötü restorant bulmak istanbulda zor olsa gerek.,SERVICE#GENERAL,negative
"Yenmeyecek kadar kötü kebaplari, ukala garsonu ve en lüks restoranda ödeyecegini alkollü yemek fiyatiyla karsilasirsiniz.",FOOD#QUALITY,negative
Belediye bu isletmenin ruhsatini acil olarak iptal etmelidir.,RESTAURANT#GENERAL,negative
Herseyi birakin manzarasi yeter zaten.,AMBIENCE#GENERAL,positive
Denize sifir hatta oyle ki gecen gemilerden dolayi olusan dalgalar sizi islatir mi acaba diye bir korkuya kapiliyorsunuz ;) kahve ic manzarayi yani bogazi seyret yetti de artti bile.,AMBIENCE#GENERAL,positive
Sadece manzarası başka bence artı değeri yok.,AMBIENCE#GENERAL,positive
O da eğer yer bulabilirseniz.,SERVICE#GENERAL,negative
Çalışanları çok kaba.,SERVICE#GENERAL,negative
Sizi saatlerce sırada bekletip önünüze başkalarını alabiliyor.,SERVICE#GENERAL,negative
Passion fruit'lu dondurması ve içeceğini beğendim.,DRINKS#QUALITY,positive
Aşşk-ı Memnu vasat bir tada sahip bence.,FOOD#QUALITY,neutral
Bir daha gider miyim?,RESTAURANT#GENERAL,neutral
Bilmiyorum.,RESTAURANT#GENERAL,neutral
Fena değil ama menemen için fiyat yüksek.,FOOD#QUALITY,neutral
"Bu arada porsiyon da oldukça büyük, iki kişiye rahatlıkla yeter.",FOOD#STYLE_OPTIONS,positive
Çok sulu olduğu için zaten bol ekmekle yeniyor.,FOOD#STYLE_OPTIONS,neutral
Tam anlamiyla harika bir mekan ic mekan konseptiyle tam kis mevsimine uygun ozellikle kisin kahvalti icin guzel bir mekan ariyorsaniz buraya bi ugrayin derim,AMBIENCE#GENERAL,positive
Hayır.,AMBIENCE#GENERAL,positive
Özellikle güzel bir havada gidiyorsanız deniz kıyısındaki masalarında oturmak için epey bi sıra bekleyebilirsiniz.,SERVICE#GENERAL,negative
"Mekan küçük ama şirin, aşk-ı memnu'yu daha önce hiç bitiremedim ama gerçekten çok güzel bir tadı var.",FOOD#QUALITY,positive
"Servis sıkıntılıydı, sevemedim.",SERVICE#GENERAL,negative
Ayrıca bahsettiğim meşhur tatlı 21 tl,FOOD#PRICES,neutral
Aslında doymuştuk ama gözümüzün açlığından patatesli mantısını da denedik gayet iyiydi ama ekstra bir özelliği yoktu.,FOOD#QUALITY,neutral
İçerisi biraz yemek kokuyordu ve çalışanlarında gereksiz bir negatif enerji vardı.,SERVICE#GENERAL,negative
İnşallah sadece o güne özgü bir negatifliktir çünkü Fıccın'ın tadı damağımda yine gitmek gerek.,RESTAURANT#GENERAL,negative
Fiyatlar gayet uygun.,RESTAURANT#PRICES,positive
Bu civarda güzel kahvaltı edilecek yerlerden diye girdik ama durum pek öyle olmadı.,RESTAURANT#GENERAL,negative
Menemeni güzel denebilir.,FOOD#QUALITY,positive
Ama kahvaltı seçenekleri zayıf zira fotoğraftaki sözde zengin kahvaltı tabağı karar sizin.,FOOD#STYLE_OPTIONS,negative
Zengini buysa normali nasıl olur.,FOOD#STYLE_OPTIONS,negative
Çok övülüp merak ettiğimiz ama yine pişman olduğumuz bir yer.,RESTAURANT#GENERAL,negative
Bu kadar popülersin o kötü durumdaki mekanı tadilattan geçirmek çok mu zor.,AMBIENCE#GENERAL,negative
Adıyla meşhur menemen yiyeyim dedim domates kabuğu ayıklamaktan hiçbir şey anlamadım.,FOOD#QUALITY,negative
O kabukları soymak ne kadar zor ki?,FOOD#STYLE_OPTIONS,negative
Hele de adını aldığın bir şeyde.,FOOD#STYLE_OPTIONS,negative
Sucuklu yumurtasında da sucuklar fazla pişmişti.,FOOD#QUALITY,negative
Herşeyine kefil Olduğum bir mekan.,RESTAURANT#GENERAL,positive
Garsonlarından aşçılarına kadar çok iyiler burada yediğiniz yemekler ve tabakların taklidi bulabilirsiniz ama bu tadı başka yerde bulamazsınız kardeşler keep calm and eat from Happy Moons,FOOD#QUALITY,positive
"Adı üzerinde ""menemeni"" ile ünlü, sıcak, samimi, esnaf restoranı.",AMBIENCE#GENERAL,positive
"Menemeni leziz, balı enfes ama çayı için olumlu bir yorum yapamayacağım.",FOOD#QUALITY,positive
Karşısında da lokantası bulunuyor ama ben size derim ki gidin menemen ve bal kaymakla güzel bir kahvaltı yapın.,FOOD#QUALITY,positive
"Fiyatlar da gayet uygun, ortalamanın altında.",RESTAURANT#PRICES,positive
"Sampi, avarajda olsa da, otobüs yolculuğu yapanların mutlaka uğradığı yerdir.",RESTAURANT#GENERAL,neutral
"Pideleri çeşitli, daha çok Karadeniz pidesi türünde.",FOOD#STYLE_OPTIONS,positive
"Özellikle gitmekten öte, denk gelince gidileceklerden bence.",RESTAURANT#GENERAL,neutral
Happy moon's ların yüz karası.,RESTAURANT#GENERAL,negative
Çalışanlar çok kötü.,SERVICE#GENERAL,negative
Lezzet sıfır.,FOOD#QUALITY,negative
Menüde alkol bulundurmayan tek gereksiz happy moon's.,DRINKS#STYLE_OPTIONS,negative
Olduğu sokaktaki siz masada yemek yerken ki yanınıza yapışanlarla da mücedele edemesi cabası.,LOCATION#GENERAL,negative
Kis aylarinda tercih sebebi - Özellikle kisin bu kütük evde sahlep içmek oldukça güzeldir.,AMBIENCE#GENERAL,positive
